-416,211,-457
-434,200,-472
-458,205,-493
-485,205,-509
-516,190,-541
-540,188,-555
-567,194,-567
-579,203,-579
-612,218,-607
-641,239,-637
-663,239,-648
-690,262,-661
-685,269,-665
-678,296,-677
-665,333,-653
-659,363,-647
-623,368,-629
-608,388,-611
-579,388,-602
-578,394,-587
-568,396,-580
-548,398,-565
-529,402,-556
-504,406,-539
-495,402,-526
-467,393,-508
-430,394,-486
-409,383,-478
-391,377,-458
-382,356,-446
-375,356,-433
-359,354,-427
-346,324,-423
-351,312,-410
-342,275,-404
-348,262,-423
-387,236,-433
-426,206,-473
-432,207,-481
-452,203,-496
-457,196,-496
-477,197,-506
-489,195,-529
-520,197,-546
-542,197,-555
-559,195,-585
-580,200,-589
-616,214,-599
-628,217,-615
-659,236,-647
-665,259,-653
-683,269,-668
-684,295,-667
-681,320,-679
-665,345,-650
-642,363,-640
-628,372,-629
-607,392,-631
-561,399,-587
-540,413,-552
-514,402,-547
-506,406,-527
-476,407,-512
-451,394,-499
-436,402,-484
-434,382,-488
-397,366,-459
-377,368,-451
-366,350,-436
-361,342,-415
-351,324,-419
-341,296,-419
-348,279,-419
-351,269,-410
-353,272,-423
-361,263,-425
-359,249,-436
-379,243,-437
-391,221,-446
-418,202,-460
-428,206,-473
-434,205,-476
-467,194,-489
-456,200,-502
-488,199,-517
-526,201,-540
-536,194,-554
-563,188,-573
-605,203,-609
-618,214,-610
-642,229,-622
-662,238,-652
-665,251,-650
-677,278,-664
-689,285,-655
-675,321,-655
-667,350,-650
-648,364,-650
-612,388,-625
-586,395,-600
-567,407,-586
-546,398,-572
-529,398,-563
-514,405,-565
-506,408,-539
-462,395,-512
-458,406,-499
-422,396,-486
-410,377,-470
-395,371,-448
-378,369,-434
-369,347,-438
-365,344,-428
-344,322,-426
-358,308,-414
-345,275,-425
-359,259,-427
-370,243,-421
-396,226,-444
-403,207,-467
-439,200,-481
-463,197,-488
-489,197,-513
-518,190,-529
-541,203,-554
-577,191,-581
-587,205,-592
-604,202,-605
-614,212,-612
-647,229,-640
-662,253,-640
-677,271,-664
-687,285,-667
-682,304,-671
-671,322,-661
-664,351,-661
-653,371,-646
-630,377,-624
-604,384,-594
-580,399,-594
-558,395,-581
-535,401,-552
-503,405,-542
-494,406,-527
-481,402,-519
-448,405,-498
-421,390,-475
-400,376,-468
-390,354,-445
-356,348,-444
-363,327,-419
-344,310,-426
-354,283,-431
-358,269,-416
-367,243,-430
-397,237,-438
-402,225,-461
-434,214,-470
-444,205,-481
-454,207,-490
-483,191,-512
-511,193,-539
-538,194,-554
-578,200,-580
-578,202,-589
-610,206,-604
-627,227,-630
-656,235,-641
-682,254,-662
-677,285,-669
-688,296,-663
-685,312,-663
-667,335,-676
-656,352,-655
-633,372,-631
-593,390,-602
-574,417,-597
-555,398,-574
-531,400,-556
-512,402,-547
-486,412,-528
-452,398,-514
-444,413,-493
-419,393,-482
-396,377,-460
-384,360,-449
-381,357,-448
-367,351,-433
-348,336,-433
-344,315,-421
-344,293,-423
-357,287,-418
-357,266,-418
-365,260,-437
-387,233,-433
-393,230,-452
-400,225,-448
-412,218,-455
-448,203,-482
-462,191,-491
-481,199,-512
-507,189,-533
-546,196,-551
-567,211,-577
-585,209,-589
-603,215,-611
-638,212,-617
-645,226,-645
-642,233,-635
-675,244,-650
-682,266,-660
-681,289,-668
-685,301,-670
-679,318,-662
-676,324,-665
-670,330,-655
-673,341,-663
-667,328,-646
-675,352,-655
-648,352,-644
-636,371,-639
-603,398,-611
-550,398,-570
-541,407,-572
-546,398,-572
-517,400,-558
-511,401,-541
-489,404,-525
-461,408,-511
-439,389,-495
-413,384,-479
-407,388,-471
-402,369,-448
-387,368,-444
-370,356,-437
-359,345,-429
-360,336,-428
-346,327,-428
-350,297,-413
-352,283,-408
-348,267,-416
-353,250,-428
-389,226,-433
-416,215,-459
-448,208,-475
-479,203,-501
-482,193,-518
-522,194,-542
-548,199,-572
-581,199,-581
-592,205,-594
-609,212,-605
-627,218,-620
-652,229,-645
-667,244,-660
-676,260,-663
-689,287,-669
-690,320,-656
-664,346,-652
-663,364,-646
-646,364,-644
-632,369,-618
-597,384,-603
-556,401,-580
-535,408,-555
-517,405,-547
-497,401,-541
-492,394,-529
-449,401,-506
-416,378,-480
-412,393,-473
-402,381,-461
-397,378,-448
-375,363,-449
-365,360,-440
-360,346,-419
-357,321,-425
-341,286,-423
-348,277,-421
-358,260,-426
-376,242,-431
-403,226,-440
-424,213,-461
-458,205,-490
-461,202,-502
-467,194,-508
-519,199,-533
-540,202,-559
-575,205,-592
-604,205,-610
-616,207,-608
-647,221,-635
-662,233,-645
-672,247,-646
-671,277,-663
-682,283,-680
-690,315,-661
-681,348,-663
-658,342,-657
-653,364,-632
-622,390,-609
-581,395,-590
-558,398,-574
-525,408,-548
-498,410,-526
-480,408,-513
-468,392,-499
-430,394,-486
-412,383,-468
-373,366,-448
-373,357,-443
-359,345,-427
-347,321,-422
-347,316,-425
-339,303,-414
-347,287,-415
-354,266,-425
-364,251,-420
-379,248,-435
-402,215,-448
-425,221,-463
-448,203,-466
-449,200,-479
-469,201,-501
-494,190,-513
-525,195,-543
-548,199,-563
-569,206,-584
-589,201,-584
-601,201,-600
-617,218,-618
-635,231,-629
-652,236,-635
-662,245,-654
-678,269,-658
-689,295,-671
-677,326,-669
-676,339,-663
-667,357,-653
-654,365,-647
-620,390,-623
-589,395,-600
-559,406,-589
-540,408,-562
-530,406,-552
-497,401,-541
-462,407,-508
-446,399,-504
-418,377,-479
-401,372,-463
-378,366,-438
-370,356,-442
-371,340,-434
-351,315,-428
-353,301,-419
-356,293,-414
-352,266,-429
-361,259,-427
-370,253,-428
-381,247,-436
-399,221,-449
